번호,Name,Keyword,Main Text,Flavor Text,Flavor Text Name,이름,키워드,메인 텍스트,플레이버 텍스트,플레이버 텍스트 이름
11,I Guess You'll Do,,Win this Goal when: Twilight Sparkle is shipped with any Cheerilee.,"Cheerilee reminded her of Celestia, but only slightly, and in a rather homely way. If only she could use the mare to get closer to her desires.",Arduous Anticipation,대체품,,트와일라잇 스파클이 아무 치어릴리와 커플링 되어 있습니다.,"치어릴리에게는 셀레스티아를 떠올리게 하는 무언가가 있었다. 그러나 떠오른다고 해도 아주 희미한 정도였고, 장엄하다기보다는 수수했다. 이 여자로 트와일라잇의 목마른 욕망에 조금이나마 가까워 질 수 있다면…",힘겨운 예측
12,Well…Maybe,,Win this Goal when: Twilight Sparkle is shipped with any Zecora.,"Twilight knew she couldn't get to Celestia just yet, but the zebra was an okay substitute. But only with a few adjustments.",Arduous Anticipation,뭐… 괜찮겠지,,트와일라잇 스파클이 아무 제코라와 커플링 되어 있습니다.,"아직은 셀레스티아와 이루어질 수 없지만, 제코라 정도면 그럭저럭 괜찮은 대체재였다. 좀 다듬어 줄 필요가 있기는 하겠지만.",힘겨운 예측
13,Good Enough,,Win this Goal when: Twilight Sparkle is shipped with any Luna.,Twilight stared at her gorgeous teacher's mare-next-door of a younger sister. Maybe she wasn't Celestia… but she was one step closer.,Arduous Anticipation,이 정도면 충분해,,트와일라잇 스파클이 아무 루나와 커플링 되어 있습니다.,트와일라잇은 아름다운 스승님의 이웃이자 여동생을 쳐다보았다. 그녀는 셀레스티아는 아니었지만… 스승님에게 한발짝 더 가까웠다.,힘겨운 예측
14,Hot for Teacher,,Win this Goal when: Twilight Sparkle is shipped with any Celestia.,"At long last, Twilight felt her heart hammer as she stared through the crack in the doors. There she was. There was Celestia! Twilight was certain she was going to get her just rewards.",Arduous Anticipation,스승님이 좋아요,,트와일라잇 스파클이 아무 셀레스티아와 커플링 되어 있습니다.,"마침내, 트와일라잇은 미친 듯 뛰어오르는 가슴을 부여잡고 문틈 사이를 들여다보았다. 그녀가 그곳에 있었다. 셀레스티아가 그곳에 있었다! 이제 한 걸음만 더 내디디면 고대하던 것을 얻을 수 있음을 트와일라잇은 확신했다.",힘겨운 예측
15,Pomf!,,Win this Goal when: 3 {pegasus}/{pegasus} Ships are on the grid. {alicorn} count as {pegasus} for this Goal.,"Derpy gasped, hooves flinging into the air. ""You have wings? I have wings too! Let's be friends!""",Tuck and Roll,푸드덕!,,"{pegasus}/{pegasus} 커플링 3개가 필드에 존재합니다. 이 목표에 대해서는, {alicorn}도 {pegasus}에 포함됩니다.","더피가 허공에 발굽을 휘두르며 기쁨에 숨도 제대로 쉬지 못하고 말했다. ""날개가 달렸다고요? 나도 날개가 있어요! 그럼 우리 친구해요!""",쑤시고 굴려라
16,Just Experimenting,,Win this Goal when: Rainbow Dash is shipped with any 3 {female}.,"Sure, she had several different mares on the hook right now, but weren't a mare's preferences fluid anyway?",Rock and Roll All Night,"실험이야, 실험",,레인보우 대쉬가 아무 {female} 3마리와 커플링 되어 있습니다.,"물론, 그녀가 지금 여자 여럿을 낚아채긴 했지만, 아무튼 여자의 취향은 늘 바뀌는 거잖아?",밤새도록 로큰롤
17,Friendship is Benefits,,Win this Goal when: 6 Ponies with the Mane 6 keyword are shipped in a chain. This Goal is worth 4 points if nopony shares the same name keyword.,"As they all settled into bed that night, they couldn't help but ruminate on the fact that they had all found each other … and maybe it was worth something more than just s'mores and ghost stories.",The Week-Long Sleepover,우정은 파트너,,"""메인 6"" 키워드를 가진 포니 6마리가 체인으로 커플링 되어 있습니다. 만약 체인에 중복된 이름 키워드를 가진 포니가 없다면, 이 목표는 4점입니다.","이 밤, 모두가 침대에 들어가면서 서로를 찾았다는 사실과 이 우정이 스모어와 유령 이야기보다 더 큰 가치를 가질 수도 있다는 것에 대해 생각에 잠길 수밖에 없었다.",일주일간의 밤샘 파티
18,Help! I'm Trapped in a Shipping Card Game!,,Win this Goal when: Cheerilee is shipped with anypony. Anypony at all. The player who completes this Goal increases their hand size by 1 for the rest of the game.,What are you doing? Put down the card and get me out of here! HELP!!!,Unknown,"도와줘요!
커플링 카드 게임에 갇혔어요!",,"치어릴리가 아무 포니와 커플링 되어 있습니다.
아무 포니든 상관없습니다.
이 목표를 달성하는 플레이어는 이 게임이 끝날 때까지 자신의 손패 크기가 1장 증가합니다.",뭐 하는 거야? 카드를 내려놓고 날 여기서 꺼내줘! 도움!!!,미상
19,Time Travelers Among Us,,Win this Goal when: At least 5 {Dystopia} are on the grid.,"Quick, I need to find a cyber computational machine!"" Twilight gasped to Pinkie, but Pinkie just shrugged. ""They don't exist yet, Twilight. We'll have to find something else.""",Currents Through Time,우리 사이의 시간 여행자들,,{postapocalypse} 포니 5마리가 필드에 존재합니다.,"""서둘러! 가상 연산 장치를 찾아야 해!"" 트와일라잇이 가쁜 숨을 몰아쉬며 핑키를 쳐다보았다. 핑키는 어깨를 으쓱해 보이며 대답했다. ""안 됐지만 아직 그런 장치는 발명되지 않았어, 트와일라잇. 다른 방법을 찾아야 할거야.""",시간 사이의 흐름
20,It's Magical: Horns Are Touching,,Win this Goal when: 3 {unicorn}/{unicorn} Ships are on the grid. {alicorn} count as {unicorn} for this Goal.,"The magic arced between their horns, crackling with the smell of ozone. Their eyes met in the octarine glow and something more than magic sparked that day…",Tawdry Terror,한데 맞닿은 뿔: 멋지지 아니한가,,"{unicorn}/{unicorn} 커플링 3개가 필드에 존재합니다. 이 목표에 대해서는, {alicorn}도 {unicorn}에 포함됩니다.","그들의 뿔 사이에서 마력이 일렁이자 금속질의 비릿한 냄새가 풍겼다. 그날, 번쩍인 마법과는 다른 불빛이 그들의 눈에서 번들거리고 있었다…",번지르르한 공포
21,It's Not Creepy!,,Win this Goal when: Twilight Sparkle is shipped with any Shining Armor.,"He kissed her forehead lightly and found the kiss lingering just a little bit too long. ""Love you… Twilie,"" he murmured.",Jitterbug,이상한 거 아니야!,,트와일라잇 스파클이 아무 샤이닝 아머와 커플링 되어 있습니다.,"샤이닝 아머가 그녀의 이마에 가볍게 입맞추었다. 키스가 약간 길다는 느낌이 있었다. ""사랑해… 트와일리."" 그가 조용히 말했다.",지르박
22,It's Not Evil!,,Win this Goal when: You break up Shining Armor with any {female} except Twilight Sparkle.,"The awful mare was sobbing but the heroic Twilight didn't care! Shining no longer had a bride to be, and good riddance!",Jitterbug,나쁜 거 아니야!,,트와일라잇 스파클을 제외한 아무 {female}과 샤이닝 아머의 커플링을 깹니다.,"추악하기 짝이 없는 여자가 흐느껴 울고 있었지만, 영웅적인 트와일라잇은 그쪽에는 눈길도 주지 않았다. 이제 샤이닝은 신부라는 짐을 짊어지지 않아도 되니까, 옳게 된 일이다!",지르박
23,Hostile Takeover,,Win this Goal when: 3 Ponies with the Changeling keyword are on the grid.,"""Come, my minions,"" purred Chrysalis in her lavender-coated form. ""Now that I have possessed the form of the most powerful mare in Ponyville, we are certain to take over without a hitch!""",The Thatched Roof Hive,적대적 인수합병,,"""체인질링"" 포니 3마리가 필드에 존재합니다.","""이리 오너라, 짐의 종복들이여."" 라벤더빛 솜털로 덮인 몸으로 의태한 크리살리스 여왕이 요염한 목소리로 말했다. ""포니빌에서 가장 강력한 여자의 형상을 취하였으니, 걸릴 것이 무엇이 있겠느냐!""",초가 지붕 둥지
24,Chancellor Puddinghead's Entourage,,Win this Goal when: You play 3 {earthpony} in one turn.,"The ponies came together nigh, prancing hooves and heads held high; for everypony knew for sure that horns and wings were not the cure!",Hearthswarming: A Detailed Account,푸딩헤드 수상의 수행단,,한 차례에 3장의 {earthpony} 카드를 냅니다.,"포니들이 서로 모여, 고개를 높이 들고, 돌아다니는 발굽걸음이 가벼우니, 모든 포니들은 알고 있으리라. 뿔이며 날개며 다 해답이 못 된다는 것을!",허츠워밍 실록
25,My First Slash,,Win this Goal when: Shining Armor is shipped with any {male},His heart pounded and his coat felt clammy as he watched the other stallion go by. He had only ever felt this way about one other pony… He never thought he would feel this way again.,Forbidden Love,내 첫 BL,,샤이닝 아머가 아무 {male}과 커플링 되어 있습니다.,"지나가는 사내를 보았을 때 그의 심장은 요동쳤고, 솜털은 축축해졌다. 지금까지 이런 느낌이 들었던 것은 단 한 명뿐이었는데… 설마 이런 감정을 다시 느끼게 될 줄은 꿈에도 몰랐었다.",금지된 사랑
26,Queen Platinum's Court,,Win this Goal when: You play 3 {unicorn} in one turn.,"The unicorns all shrieked and brayed, for summertime had been delayed. Go forth, the Queen demanded harsh, and end this all demeaning farce!",Hearthswarming: A Detailed Account,플래티넘 여왕의 궁정,,한 차례에 3장의 {unicorn} 카드를 냅니다.,"서럽게 퍼지는 유니콘들의 울음, 여름날이 미뤄진 슬픔. 여봐라, 여왕님께서 냉혹하게 통보한 바, 저 모욕적인 광대짓거리를 멈추어라!",허츠워밍 실록
27,Commander Hurricane's Army,,Win this Goal when: You play 3 {pegasus} in one turn.,Can't you see we're left behind? We've got to sail into the sky! We'll make the air and land our own and kick that snobby Plat'num throne!,Hearthswarming: A Detailed Account,허리케인 사령관의 군단,,한 차례에 3장의 {pegasus} 카드를 냅니다.,"우리가 뒤쳐진 게 안보이나? 우린 하늘을 향해 날아야 한단 말이다! 여기 땅과 하늘을 우리 것으로 삼고, 저 뿔'래티넘 왕좌놈들을 한 방 먹여주자고!",허츠워밍 실록
28,Heh. Peasants.,,Win this Goal when: You play 3 {alicorn} in one turn.,"More alicorns marched through town, like a glistening, glittering tide. The crowd had seen what their gods had done to Applejack. They dared not even breathe.",The Coming of Rudolph the Red,"하, 천민들.",,한 차례에 3장의 {alicorn} 카드를 냅니다.,"반짝이는 파도처럼, 더 많은 알리콘들이 마을 거리를 행진했다. 포니들은 자신의 신들이 애플잭에게 무슨 짓을 했는지 보았기 때문에 감히 숨조차 쉬지 못했다.",빨간 루돌프의 재림
29,Needs More Lesbians,,Win this Goal when: You play 3 {female}/{female} Ships in one turn.,I've been looking at the most popular fics and I realized that the most popular ones have approximately seventy-two percent more lesbian presence than my own. I should remedy this.,"Twilight's Secret Diary, Volume XIX",더 많은 레즈비언,,한 차례에 3장의 {female}/{female} 커플링 카드를 냅니다.,"가장 유명한 팬픽들을 찾아봤더니, 유명한 것들은 내가 쓴 것보다 대략 72% 정도 레즈비언 함량이 더 높다는 것을 발견했다. 그렇다면 나도 하는 수 밖에.","트와일라잇의 비밀 일기, 제 19권"
30,Quite.,,Win this Goal when: You play 3 {male}/{male} Ships in one turn.,"Braeburn looked around the Stallion's Lodge, at the monocles and mustaches. Sure, there was tea, doilies, and an inexplicable portrait of a dog, but it was all very MANLY.",Lodging a Complaint,쉿.,,한 차례에 3장의 {male}/{male} 커플링 카드를 냅니다.,"브레이번은 눈앞 사내의 오두막, 그리고 단안경들과 가짜 콧수염들을 쳐다보았다. 찻잎과 찻잔 아래에 깔아두는 천 몇 점, 그리고 도저히 의미를 알 수 없는 개의 초상화 하나가 있었지만, 이 모든 것들은 아주 남자다웠다.",불평을 잠재우다
31,Shipwrecker,,Win this Goal when: You break up 12 Ships in one turn. Swapping a Pony card away from its original Ship counts as breaking up a Ship.,I'm just going to burn it all. I can't stand to read even a word of anything I've written. It's all just utter crap! How could I have ever thought I could be a writer?,"Twilight's Secret Diary, Volume XXXV",썸브레이커,,한 차례에 12개의 커플링을 깹니다. 스왑 효과로 이전 커플링에서 포니를 끊어내는 것도 커플링을 깨는 것으로 취급합니다.,싹 다 태워 없애버려야겠다. 내가 끄적인 글이지만 단 한 단어도 참고 읽을 수가 없다. 말 그대로 똥덩어리다! 내 주제에 글을 쓰겠다고? 대체 무슨 생각을 했던 거지?,"트와일라잇의 비밀 일기, 제35권"
32,Invasive Species,,Win this Goal when: 6 {earthpony}/{earthpony} Ships are on the grid.,"The earth ponies were happy to slave away in the soil, creating food for their betters. As they should: no magic and no wings left them unfit for higher pursuits.",An Illustrated Sociological Study of Evolution,생태계 교란종,,{earthpony}/{earthpony} 커플링 6개가 필드에 존재합니다.,"어스 포니들은 뼈 빠지게 흙을 파먹고 살면서, 그저 입에 풀칠만 할 수 있어도 행복했다. 마법도 쓸 수 없고 날개도 없으니, 보다 고상한 삶의 목표를 추구할 여지가 없었으므로, 이는 필연이라 하겠다.",도해로 배우는 사회학적 진화 연구
33,Hold On; I Need to Make a Flow Chart,,Win this Goal when: You swap 6 Pony card positions in one turn.,"Pinkie waves excitedly at the camera. ""Here! Okay! Spike is obviously sooOOOoo in love with Rarity but Rarity is the big bad meanie queen of the new world! And Rarity actually likes Safflower, her hoofmaiden, but Safflower has a thing for Blueblood! And MEANWHILE, Twilight has a thing for the lone mercenary Applejack but it's not meant to be--""",OPAP Omake 2,"잠깐만, 순서 좀 정리해보자",,한 차례에 포니 카드 6장의 자리를 바꿉니다.,"핑키가 카메라를 보고 열심히 발굽을 흔들었다. ""나 좀 봐봐요! 네네, 여기요! 스파이크는 너어어어어무나도 래리티가 예뻐 죽겠는 모양이지만 래리티는 신세계의 쫀쫀한 못된 여왕처럼 굴어요! 그리구 래리티는 하녀인 사플라워를 좋아하는데, 막상 사플라워는 블루블러드가 좋다네요! 아, 근데근데 트와일라잇도 독고다이 용병 애플잭한테 푹 빠진 모양인데 사실 그럴 생각은 없었…""",포니와 위기 부록 2
34,Epidemic,,Win this Goal when: You play 2 Love Poisons in one turn.,"The crusaders nailed the last board to the window and cringed, trading terrified glances. Outside, the shrieking clamoring cries of ""sugar pie"" and ""cuddle-wuddle boopy bear"" were the clarion call of the apocalypse.",Last Days in Ponyville,유행병,,"한 차례에 2장의 ""사랑의 독약"" 카드를 냅니다.","창문에 마지막 널빤지를 덧대고 못질한 큐티마크 크루세이더들은 몸을 움츠리며 두려움에 찬 시선을 교환했다. 바깥에서부터 울려 퍼지는 ""슈가 파이""와 ""부비부비 곰인형""의 날카롭고 찢어지는 괴성은 종말을 알리는 나팔 소리였다.",포니빌 최후의 날
35,Go Forth and Multiply,,Win this Goal when: You play 3 {male}/{female} Ships in one turn.,"I don't know, I just think het couples are boring…","Twilight's Secret Diary, Volume XIX",나아가 번성하라,,한 차례에 3장의 {male}/{female} 커플링 카드를 냅니다.,"아니 그냥, 헤테로 커플은 재미가 없는 것 같아…","트와일라잇의 비밀 일기, 제 19권"
36,Pretty Pretty Princess,,Win this Goal when: You make Twilight Sparkle an {alicorn}.,"This was the way it should be, Twilight thought as she smiled serenely down at her subjects. Yes, now she could make them do anything. Anything at all.",Arduous Anticipation,세상에서 가장 아름다운 공주님,,트와일라잇 스파클을 {alicorn}으로 만듭니다.,"진즉에 이렇게 되었어야 한다고 생각하며, 트와일라잇은 백성들을 내려다보며 잔잔한 미소를 지었다. 이제 트와일라잇은 그들에게 어떤 명령이든 내릴 수 있는 천부의 권리를 얻었다. 그 어떤 것이든.",힘겨운 예측
37,Sadfic,,Win this Goal when: You break up any Ship with Twilight Sparkle in it.,"Trixie stood in the rain, lips trembling as she tried and failed to fight back tears. ""Twilight…"" she whimpered softly. ""Trixie can't lose you…"" But the mare was already gone… her body limp and broken.",Tearing Us Apart,새드엔딩,,트와일라잇 스파클이 들어간 커플링을 깹니다.,"빗속에 선 트릭시는 차오르는 눈물을 억지로 참으려 했지만, 결국 참지 못하고 떨리는 입술로 말했다. ""트와일라잇…"" 트릭시는 작은 목소리로 울먹였다. ""나 트릭시는… 널 보내 줄 수가 없어."" 그러나 그 말을 들어야 할 포니는 만신창이가 된 채로 이미 이 세상을 떠난 뒤였다.",헤어지는 중입니다
38,Deep Cover,,Win this Goal when: 2 Ponies with the Changeling keyword are shipped together.,"K'larra preened in the mirror, making certain her violet mane was just so and that her white-clad figure was trim and perfect. Unwittingly, Sazzix was doing the same.",Switcheroo,심층 위장,,"""체인질링"" 키워드를 가진 포니 2마리가 서로 커플링 되어 있습니다.","클'라라는 자신의 보라색 갈기를 확인하고, 흰 몸매가 깔끔하고 완벽한지 거울 앞에서 살펴봤다. 몰랐지만, 사직스도 같은 일을 하고 있었다.",뒤죽박죽
39,Budding Curiosity,,Win this Goal when: Any Pony is shipped with an opposite-gendered version of themselves.,"Applebrandy blushed as Applejack circled him, eyeing him up and down. ""So it worked,"" she said, mostly to herself. ""And here ah thought it was just a silly myth…""",Brandywine,싹트는 호기심,,아무 포니가 성전환된 자기 자신과 커플링 되어 있습니다.,"애플잭이 애플브랜디의 주위를 돌며 위아래로 살펴보자, 애플브랜디는 얼굴을 붉혔다. ""성공했구마,"" 그녀는 혼잣말로 말했다. ""그저 유치한 전설이라구만 생각했는디…""",브랜디와인
40,Charity Auction,,Win this Goal when: 2 gender-swapped Ponies are shipped together.,Bluebell caught Elusive's glance as she shifted uncomfortably on the stage. They really didn't want to spend more time together than they had to but fate had thrown them together tonight…,Canterlot Miracles,자선 경매,,성전환된 포니 2마리가 서로 커플링 되어 있습니다.,"블루벨은 무대에서 불편하게 움직이며 일루시브를 쳐다보았다. 이 둘은 필요 이상으로 같이 있기를 원하지 않았지만, 오늘 밤은 운명이 그들을 함께 묶어놓은 것이다…",캔틀롯의 기적
41,Cargo Ship,,Win this Goal when: Ponies with the Object keyword are shipped together.,He was her rock. She gave him endless comfort. It was a match made in heaven.,Diamond in the Rough,물질적인 사랑,,"""사물"" 키워드를 가진 포니 2마리가 서로 커플링 되어 있습니다.",그는 바위처럼 듬직했다. 그녀는 그에게 끝없는 행복을 주었다. 이 둘은 천생연분이었다.,돌밭의 다이아몬드
