번호,Name,Keyword,Main Text,Flavor Text,Flavor Text Name,이름,키워드,메인 텍스트,플레이버 텍스트,플레이버 텍스트 이름
E11,A Murder Most Foul!,,,"Few ponies were still standing by the body; most of them were screaming by this point. But Lyra stared, noticing the tiny silver charm bracelet, tipped with Caramel's blood. ""This reunion just got a lot more exciting,"" she breathed under her breath.","Once Again Into the Breach, Chapter 2",끔찍한 살인!,,,"몇몇 포니는 아직도 시체 옆에 서 있었고, 대부분의 포니는 이제 비명을 질러댔다. 하지만 라이라는 카라멜의 피가 묻은 작은 은팔찌에 주목했다. 그녀는 ""이번 동창회는 훨씬 더 흥미진진한걸,""이라며 숨죽여 말했다.","다시 한 번 지옥으로, 2장"
E12,Slumber Party,,,"Spin the bottle! crowed Twilight, clapping her hooves together. The girls all laughed and Applejack placed a hoof on it, twirling it expertly. Celestia's favored student pushed her cider away so she could lean in and watch as it landed on… herself! The whole group burst into giggles.",The Week-Long Sleepover,파자마 파티,,,"""병을 돌려!"" 트와일라잇은 발굽을 치며 재촉했다. 여자애들 모두가 웃었고, 애플잭은 병 위에 발굽을 올려 능숙하게 회전시켰다. 셀레스티아의 제일가는 제자는 이것을 더 가까이서 보기 위해 자신의 사이다를 밀어냈고… 병이 자신 앞에서 멈추는 것을 보았다! 모두가 키득거리기 시작했다.",일주일간의 밤샘 파티
E13,Long-Forgotten Memories,Keyword Change,,"The treehouse was cramped, and not for the first time, Vinyl wondered if it would even hold their weight. But still, cozy as it was, she didn't mind sharing the space with Bon Bon…","Once Again Into the Breach, Chapter 2",오랫동안 잊고 지낸 기억,키워드 변경,{keyword change},"나무 위 아지트는 좁게 느껴졌고, 몇번이고 바이닐은 과연 이 아지트가 자신들의 무게를 버틸 수 있을지 생각했다. 하지만 이렇게 아늑하더라도, 봉봉과 함께 있는 것은 나쁘지 않았다...","다시 한 번 지옥으로, 2장"
E14,The Chosen Ones,,,"Light flooded the room as the elegant purple mare rose into the air, her eyes glowing a sharp effervescent white. ""Twilight!"" cried Starswirl, throwing his forelegs about her slender shoulders. ""Twilight, you can't leave me!"" He pressed a hasty kiss to her lips… and just like that, the light filled him too. He felt his hooves leave the ground, unimaginable power coursing threw his veins…",Power Overwhelming,선택받은 자,,,"눈부신 흰색으로 눈이 빛나는 우아한 보라색 포니가 공중으로 떠오르자, 빛이 방을 가득 채웠다. ""트와일라잇!"" 스타스월이 트와일라잇의 날씬한 어깨에 앞다리를 걸며 외쳤다. ""트와일라잇! 날 내버려두지 말게!"" 그가 그녀의 입술에 성급하게 키스를 하자, 바로 빛은 스타스월까지 감쌌다. 그는 발굽이 땅에서 떠오르며, 상상도 할 수 없는 힘이 그의 핏줄을 타고 흐르는 것을 느꼈다…",압도적인 힘으로
E15,Makeover!,Gender Change,,"Blueblood stared at himself in the mirror. With his mane so elegantly coiffed and his face so delicately painted, he looked downright mare-like! He looked down and blushed… It looked good on him, he had to admit.",Butterfly Kisses,꽃단장!,성별 변경,{gender change},"블루블러드는 거울 속의 자신을 쳐다보았다. 우아하게 정돈된 갈기와 세심하게 분칠한 얼굴 덕분에, 그는 완전히 숙녀처럼 보였다! 그는 고개를 숙이고 얼굴을 붉혔다… 정말 잘 어울린다는 것은 인정해야 했다.",나비의 입맞춤
E16,Wacky Tragic Circumstances,,,"As good as Rainbow Dash was at acrobatics and aerial tricks, she was terrible at babysitting. That much, Fluttershy had to admit.",Cakey Quandaries,엉뚱하고 비극적인 상황,,,"레인보우 대쉬가 곡예 비행과 공중제비에 뛰어난 만큼, 역설적으로 아기를 돌보는 데에는 소질이 없었다. 그건 플러터샤이도 받아들여야 했다.",케이크 집 딜레마
E17,Forbidden Magic Macguffin,Keyword Change,,"If only she hadn't touched it… cried Starswirl, cradling his dead friend -- his dead TRUE LOVE. ""If only I hadn't pushed her to find it! Oh, Celestia, what a fool We've been!""",Power Overwhelming,금지된 마법 장치,키워드 변경,{keyword change},"그녀가 그것을 건드리지만 않았더라면… 스타스월은 죽어버린 그의 친구, 죽어버린 그의 진정한 사랑을 껴안으며 울부짖었다. ""내가 그걸 찾도록 그녀를 몰아붙이지만 않았더라면! 오, 셀레스티아, 우린 얼마나 어리석었는가!""",압도적인 힘으로
E18,Clashing of Wills,,,"You feather-brained fool! Trixie shrieked, lunging at the griffon who neatly side-stepped, snarling with her beak. ""Don't blame me, chump!"" she snapped. ""I gave you the plan exactly and it's not my fault you didn't follow it!"" She couldn't bear that this stupid megalomaniac had ruined their plan with her stupid charm bracelet!! From around the corner, Lyra watched, and she knew.","Once Again Into the Breach, Chapter 3",의견 충돌,,,"""이 머릿속에 깃털만 든 멍청아!"" 트릭시는 소리지르며 그리폰에게 달려들었다. 길다는 깔끔하게 옆으로 피하면서, 부리를 딱딱거렸다. ""내 탓하지 마, 얼간아!"" 그녀는 날카롭게 말했다. ""난 너한테 계획을 정확하게 알려줬고, 네가 이 계획을 따르지 않은 것은 내 잘못이 아니야!"" 길다는 이 과대망상증 환자가 바보 같은 마법 팔찌 때문에 계획을 망쳤다는 것을 견딜 수가 없었다! 한편, 모퉁이 너머에서 지켜보고 있던 라이라는, 이 모든 것을 알고 있었다.","다시 한 번 지옥으로, 3장"
E19,Sudden Unexplained Offspring,,,"Sh-Shining! Twilight stammered, staring in the doorway with her illustrious mane floating in the wind. ""When did you have a foal?!"" Shining Armor smiled beautifully at Twilight, hugging the child in his arms. ""Oh, Twiley,"" he laughed, ""don't you remember? We had Skyla years ago!""",A New Addition,느닷없이 나타난 아이,,,"""샤, 샤이닝!"" 그녀의 아름다운 갈기가 바람에 휘날리며, 트와일라잇은 현관을 쳐다보면서 더듬으며 말했다. ""언제 아이가 생긴 거야?!"" 샤이닝 아머는 그의 아이를 품 속에 안으며 트와일라잇을 보고 미소 지었다. ""오, 트와일리. 기억 안 나? 몇 년 전에 스카일라가 우리에게 선물처럼 찾아왔잖아.""",새로운 추가 사항
E20,Web of Deceit,Keyword Change,,"Just tell her the truth, she hissed to the mirror, in between sobs. ""You're not Vinyl. You don't own a record store, you haven't been to a rock concert before… Just tell her!"" She couldn't lie to Derpy anymore… But at the same time, she couldn't bear to tell the truth…",The Skin I'm In,거짓의 그물,키워드 변경,{keyword change},"""그냥 사실대로 말해."" 그녀는 흐느끼는 사이에 거울을 향해 작게 말했다. ""넌 바이닐이 아니잖아. 레코드 가게도 없고, 락 콘서트도 가본 적 없잖아… 그냥 말하라고!"" 옥타비아는 더 이상 더피에게 거짓말을 할 수 없었다… 하지만 동시에, 진실을 말할 수도 없는 노릇이었다…",나의 가죽
E21,What Happens In Las Pegasus…,,,There were no words. No words at all.,"A Clink, Tink, and Rattle",라스 페가수스에서 생긴 일…,,,아무 말도 할 수 없었다. 아무 말도.,"쨍그랑, 짤랑, 덜컹"
E22,A Dark and Terrible Secret,,,Day 327: I may as well give up. I'm not sure if the problem is materials or theory. (Is artificial moonlight inferior to the real stuff?) All of these experiments have failed spectacularly to produce a living specimen. Perhaps it's time to move-- what was that?,Lab Recording #58749,암울하고 끔찍한 비밀,,,"327일차: 포기해야 할 때가 온 것 같다. 이론이 잘못된 것인지, 재료가 문제인지 모르겠다. (인공 달빛이 실제보다 별로인 걸까?) 모든 실험이 살아 있는 실험체를 만드는 데 완벽하게 실패했다. 이제 슬슬 그만… 방금 뭐였지?",실험실 녹음 #58749
E23,Visit to the Mirror Pool,Clone,,Even Twilight's brilliant mind struggled to comprehend what was happening around her. Her readings made no sense; her research had dead-ended so many times she could make a labyrinth out of it and stock the monsters with errant Pinkie Pies. Magic was one thing; magic obeyed science. But Pinkie? Pinkie obeyed neither.,"Pickle Barrels, Kumquats, & the Death of Modern Science",거울 연못 방문,클론,{clone},"트와일라잇의 총명한 두뇌로도 지금 무슨 일이 일어나고 있는지 이해하기 어려웠다. 관측 결과가 말이 되지 않았다. 그녀의 연구는 너무 여러 번 막다른 지경에 부딪혀, 이제 미로를 만들어서 골목마다 잘못된 핑키파이를 둘 수 있을 것 같았다. 마법은 이해할 수 있었다: 마법은 과학을 따르기 때문이다. 하지만 핑키는? 핑키는 마법도 과학도 따르지 않았다.","피클병과 금귤, 그리고 현대 과학의 죽음"
E24,May I Have This Dance,,,"Rarity couldn't help the blush that crept across her cheeks. ""Applejack,"" she said, trying to muster her courage, ""we are in the middle of an operation here. This is no time for a…"" But Applejack bowed her head over Rarity's hoof, which was still safely ensconced her in own, and kissed it. ""Just a dance,"" she murmured. ""Please, sugarcube; all this thievin' and robbin' has made me realize that the real treasure … is you.""",Highway Robbery … of My Heart,함께 춤추실까요?,,,"래리티의 뺨이 계속 붉어졌다. ""애플잭,"" 그녀는 용기를 내려고 노력하며 말했다. ""우린 지금 작전 중이야. 이런 걸 할 시간이…"" 하지만 애플잭은 아직도 자신의 발굽에 얹혀 있는 래리티의 발굽 위로 자신의 머리를 숙여 키스했다. ""고작 춤 한 번 아이가,"" 그녀는 속삭였다. ""제발, 달콤아. 이래 도둑질하고 강도질하면서 알게 된 진짜 보물은… 니라카이.""",내 심장을 훔쳐간 노상강도
E25,Snowfall Stroll,,,"But he didn't do it, Hatsue murmured, shaking her beautiful snow-dazzled mane. ""He still stands as accused,"" I whisper in reply. I can't help that my muzzle dips towards hers, and my heart thrills when she responds in kind…",Snow Falling on Everfree,눈 내리는 산책,,,"""하지만 그가 저지른 일이 아니야."" 하츠에는 중얼거리며, 눈꽃이 수놓인 아름다운 갈기를 흔들었다. ""하지만 그는 아직도 의심받고 있지."" 나는 속삭여 대답했다. 내 입술이 그녀를 향해 다가가는 걸 멈출 수 없었고, 그녀가 이에 똑같이 응했을 때 내 심장은 열광했다…",에버프리 숲에 내리는 눈
E26,Spontaneous Musical Number,,,"Oh how I yearn to be loved, she sang, ""and why must I love whom I do? For I cannot reach for my student's heart - that would be a poor thing to do.""\nFrom the shadows, Twilight's heart danced, feeling a counterharmony coming on. ""How can you not know how I feel,"" Twilight countered, approaching Celestia. ""I beg you to understand. I do not care that we're teacher and pupil: I am only yours to command!""",Blind Corner of Love,즉흥적인 뮤지컬 곡,,,"""오, 나는 사랑받기를 얼마나 갈망하는가,"" 그녀는 노래했다. ""왜 내가 사랑하는 이를 사랑해야 하는가? 제자의 마음을 향해 손을 뻗을 수는 없기에, 그건 이루어질 수 없기에.""
그림자 속에서, 트와일라잇의 마음이 춤을 추었고, 대답의 화음을 느꼈다. ""어떻게 제 마음을 모를 수 있나요,"" 트와일라잇은 셀레스티아에게 다가가며 반박했다. ""제발 이해해 주세요. 우리가 스승과 제자라는 것은 중요하지 않는데. 전 공주님의 것인데!""",사랑의 사각지대
E27,Impending Doom,,,"AAAAAAAAAAAAAAAAAAAAAAAAAA! cried Rarity, dreadfully wounded as she was. ""AAAAAAAAAAAAAA!!"" shrieked Rainbow Dash, her wing all crumpled. ""Weeeeeeee!"" squealed Pinkie Pie. She loved plummeting to her doom!",Plummeting Under the Stars,임박한 종말,,,"""으아아아아아아아아악!"" 몹시 부상당한 래리티는 소리질렀다. ""으아아아아악!"" 날개가 다 으스러진 레인보우 대시는 비명을 질렀다. ""와아아아!"" 핑키파이는 외쳤다. 그녀는 죽음을 향해 곤두박질치는 걸 좋아했다!",별 아래로 곤두박질
